Frame,Angle (rad)
1038.0,-1.432512282103548
1039.0,-1.4441847996393526
1040.0,-1.4267129970938486
1041.0,-1.574285779288781
1042.0,-1.4315438276658645
1043.0,-2.093056731431689
1044.0,-2.0928434481673452
1045.0,-2.1640849559597743
1046.0,-2.1670523750293125
1047.0,-1.4314568392431597
1048.0,-1.4259880195992403
1049.0,-2.1682098997251935
1050.0,-1.4180959459714508
1051.0,-1.4143772941845936
1052.0,2.4945210505158424
1053.0,-2.2778190752359415
1054.0,-2.27703092794131
1055.0,-1.4309287323034958
1056.0,-1.417920997979043
1057.0,-2.080916824348459
1058.0,-1.4177324541894638
1059.0,-2.1222952778778876
1060.0,-2.1759407178330243
1061.0,-1.4323996014387892
1062.0,-1.4206420295230642
1063.0,-2.2706825586386565
1064.0,-1.4207376602208552
1065.0,-1.4326750588989419
1066.0,-1.4178244580982082
1067.0,-1.4266667537743232
1068.0,-1.4181618364221598
1069.0,-1.4258836132346466
1070.0,-1.4188324378767572
1071.0,-1.432461132182548
1072.0,-1.4177807212588494
1073.0,-1.4315960399750203
1074.0,-1.4177217664695512
1075.0,-1.4259635620078484
1076.0,-1.4176418354503215
1077.0,-1.4233259080849663
1078.0,-1.4187855029577803
1079.0,-1.4260091311702001
1080.0,-1.4178447535347787
1081.0,-1.4316157060972259
1082.0,-1.417831453179518
1083.0,-1.4270085130709589
1084.0,-1.4178707581037748
1085.0,-1.4258286054926834
1086.0,-1.5818602322893243
1087.0,-1.4220280991872383
1088.0,-1.4180420795492883
1089.0,-1.4232861101885221
1090.0,-1.4175341877716743
1091.0,-1.4233788647687735
1092.0,-1.417646714645855
1093.0,-1.4221322301203352
1094.0,-1.418709497396572
1095.0,-1.9246044064814571
1096.0,-1.4176991589820922
1097.0,-1.9694626334280185
1098.0,-1.4176982560685338
1099.0,-2.0116976303159158
1100.0,-1.4144328015330658
1101.0,-1.4233249515179143
1102.0,-1.4180615005076709
1103.0,-2.0211110400252013
1104.0,-2.097025889841039
1105.0,-2.1439960996716816
1106.0,-2.6040797878567026
1107.0,-2.1799600568258843
1108.0,-2.149572865492993
1109.0,-2.142015372784745
1110.0,-2.215025104924156
1111.0,-2.2753069552999747
1112.0,-2.2231990219015634
1113.0,-2.288851484702221
1114.0,-1.4137849098926156
1115.0,-2.310313635197456
1116.0,-2.3201099594448733
1117.0,-2.343485301321775
1118.0,-1.4138054819778005
1119.0,-1.4180783788381506
1120.0,-1.4133188542486252
1121.0,-1.4144420399651105
1122.0,-1.4119852780520639
1123.0,-1.4138100835006238
1124.0,-1.4102642422844895
1125.0,-1.4137869864406545
1126.0,-1.410220180291
1127.0,-1.4125446483401454
1128.0,-1.4095329249606958
1129.0,-1.4125656572322962
1130.0,-1.4095757346700033
1131.0,-1.4132713790136602
1132.0,-1.4100592890255457
1133.0,-1.4125465913720077
1134.0,-1.4095700690533457
1135.0,-1.4125440304651997
1136.0,-1.565007373495019
1137.0,-1.41212586117148
1138.0,-1.4095771956864054
1139.0,-1.4126264116385123
1140.0,-1.4100777945558118
1141.0,-1.5825597758550418
1142.0,-1.5889812229388949
1143.0,-1.4120736242311782
1144.0,-1.410063178288175
1145.0,-1.4120761666826598
1146.0,-1.4084999844238972
1147.0,-1.4126053536271326
1148.0,-2.1343088023092838
1149.0,-1.4117686100540747
1150.0,-1.408494824555947
1151.0,-1.4132945273228827
1152.0,-2.212809441881355
1153.0,-2.404942256369955
1154.0,-1.4095233611649716
1155.0,-1.4118438272189069
1156.0,-1.5878571114228646
1157.0,-2.2657453602471733
1158.0,-1.4095868941504588
1159.0,-1.4121582369166188
1160.0,-1.4095613237561881
1161.0,-1.4122432647631769
1162.0,-2.323982668114195
1163.0,-1.4126143947895478
1164.0,-1.5730754176996185
1165.0,-1.7523261669570787
1166.0,-1.8742595278871141
1167.0,-1.7987073097706112
1168.0,-1.162511324561064
1169.0,-1.7087014650571215
1170.0,-2.0232942298636907
1171.0,-1.4120259870587237
1172.0,-1.4085217781243484
1173.0,-2.2039361050252557
1174.0,-1.8296670322025035
1175.0,-1.8607290283722806
1176.0,-2.191283593123056
1177.0,-1.8726206874872624
1178.0,-1.888787140613677
1179.0,-1.9289389562183796
1180.0,-1.9398378136702439
1181.0,-1.9706545067591532
1182.0,-1.980173949713372
1183.0,-2.0197437355641146
1184.0,-2.0321690458011785
1185.0,-2.0560140213289224
1186.0,-2.0777695286043194
1187.0,-2.102689921983226
1188.0,-2.131942766469561
1189.0,-2.138404061280016
1190.0,-2.170665618637118
1191.0,-2.1884535993188416
1192.0,-2.2064290054634093
1193.0,-2.321968676435027
1194.0,-2.2418403459213687
1195.0,-2.2192244764597735
1196.0,-2.2367335293612323
1197.0,-2.2559996075120186
1198.0,-2.2863412506114855
1199.0,-1.9363679624011536
1200.0,-2.3145446079430823
1201.0,-2.320454157647792
1202.0,-2.346205927861988
1203.0,-2.346405425411416
1204.0,-2.3737288558267573
1205.0,-2.163722610060951
1206.0,-2.401092112403855
1207.0,-2.375757847484326
1208.0,-2.40280082125674
1209.0,-1.410286561632009
1210.0,-2.4265307675651906
1211.0,-2.415986956769279
1212.0,-2.4470369823179094
1213.0,-1.4100289270531845
1214.0,-1.4070112338008736
1215.0,-1.4096657576620917
1216.0,-1.4069901485440137
1217.0,-1.4100712634040973
1218.0,-2.489600245850455
1219.0,-1.4100499434367944
1220.0,-1.4063676037821127
1221.0,-1.4100725886670515
1222.0,-1.4064170483987164
1223.0,-1.4102416297051197
1224.0,-1.40697961421083
1225.0,-1.4100410900683178
1226.0,-1.4064186299775252
1227.0,-1.4100682721612277
1228.0,-1.4064275450276882
1229.0,-1.4096141072267465
1230.0,-1.4064039209392403
1231.0,-1.410275153275363
1232.0,-1.4070400812468498
1233.0,-1.4102257512910092
1234.0,-1.4070028024347119
1235.0,-1.4100543698204864
1236.0,-1.4063874142278627
1237.0,-1.409691628237801
1238.0,-1.4063814587578896
1239.0,-1.4102259491146485
1240.0,-1.4069777193842194
1241.0,1.5802726218248129
1242.0,-1.4069900748810227
1243.0,-1.4096352465360402
1244.0,-1.4067941051511605
1245.0,-1.409582029882284
1246.0,-1.4067941431137911
1247.0,-1.4096700519327243
1248.0,-1.4063889319455143
1249.0,-1.409652477130193
1250.0,-1.4064289492491826
1251.0,-1.4102168140826843
